,0,1,2,3,4,5,6
621,3645　達邁,TW0003645008,2011/10/05,上市,電子零組件業,ESVUFR,
622,3653　健策,TW0003653002,2009/11/18,上市,電子零組件業,ESVUFR,
623,3661　世芯-KY,KYG022421088,2014/10/28,上市,半導體業,ESVUFR,
624,3665　貿聯-KY,KYG114741062,2011/04/21,上市,其他電子業,ESVUFR,
625,3669　圓展,TW0003669008,2011/08/25,上市,光電業,ESVUFR,
626,3673　TPK-KY,KYG898431096,2010/10/29,上市,光電業,ESVTFR,
627,3679　新至陞,TW0003679007,2011/10/05,上市,電子零組件業,ESVUFR,
628,3682　亞太電,TW0003682001,2013/08/05,上市,通信網路業,ESVUFR,
629,3686　達能,TW0003686002,2010/07/20,上市,半導體業,ESVUFR,
630,3694　海華,TW0003694006,2011/05/03,上市,通信網路業,ESVUFR,
631,3698　隆達,TW0003698007,2011/09/29,上市,光電業,ESVUFR,
632,3701　大眾控,TW0003701009,2004/08/30,上市,電腦及週邊設備業,ESVUFR,
633,3702　大聯大,TW0003702007,2005/11/09,上市,電子通路業,ESVUFR,
634,3703　欣陸,TW0003703005,2010/04/08,上市,建材營造業,ESVUFR,
635,3704　合勤控,TW0003704003,2010/08/16,上市,通信網路業,ESVUFR,
636,3705　永信,TW0003705000,2011/01/03,上市,生技醫療業,ESVUFR,
637,3706　神達,TW0003706008,2013/09/12,上市,電腦及週邊設備業,ESVUFR,
638,3708　上緯投控,TW0003708004,2016/08/31,上市,化學工業,ESVUFR,
639,3711　日月光投控,TW0003711008,2018/04/30,上市,半導體業,ESVUFR,
640,3712　永崴投控,TW0003712006,2018/10/01,上市,電腦及週邊設備業,ESVUFR,
641,4104　佳醫,TW0004104005,2007/12/31,上市,生技醫療業,ESVUFR,
642,4106　雃博,TW0004106000,2004/11/08,上市,生技醫療業,ESVUFR,
643,4108　懷特,TW0004108006,2008/07/16,上市,生技醫療業,ESVUFR,
644,4119　旭富,TW0004119003,2004/01/07,上市,生技醫療業,ESVUFR,
645,4133　亞諾法,TW0004133004,2009/12/28,上市,生技醫療業,ESVUFR,
646,4137　麗豐-KY,KYG211641017,2013/11/27,上市,生技醫療業,ESVUFR,
647,4141　龍燈-KY,KYG7644E1098,2012/04/25,上市,生技醫療業,ESVUFR,
648,4142　國光生,TW0004142005,2012/05/03,上市,生技醫療業,ESVUFR,
649,4144　康聯-KY,KYG2379A1094,2011/10/05,上市,生技醫療業,ESVUFR,
650,4148      　全宇生技-KY,KYG0232P1072,2017/06/08,上市,生技醫療業,ESVUFR,
651,4155　訊映,TW0004155007,2017/12/05,上市,生技醫療業,ESVUFR,
652,4164　承業醫,TW0004164009,2012/10/24,上市,生技醫療業,ESVUFR,
653,4190　佐登-KY,KYG518761039,2015/10/21,上市,生技醫療業,ESVUFR,
654,4306　炎洲,TW0004306006,2008/01/21,上市,塑膠工業,ESVUFR,
655,4414　如興,TW0004414008,2004/09/06,上市,紡織纖維,ESVUFR,
656,4426　利勤,TW0004426002,2011/12/16,上市,紡織纖維,ESVUFR,
657,4438　廣越,TW0004438007,2016/10/18,上市,紡織纖維,ESVUFR,
658,4526　東台,TW0004526009,2003/09/15,上市,電機機械,ESVUFR,
659,4532　瑞智,TW0004532007,2003/08/04,上市,電機機械,ESVUFR,
660,4536　拓凱,TW0004536008,2013/10/09,上市,其他業,ESVUFR,
661,4540　全球傳動,TW0004540000,2018/08/15,上市,電機機械,ESVUFR,
662,4545　銘鈺,TW0004545009,2016/01/06,上市,電子零組件業,ESVUFR,
663,4551　智伸科,TW0004551007,2015/08/10,上市,電機機械,ESVUFR,
664,4552　力達-KY,KYG5479W1033,2016/07/20,上市,電機機械,ESVUFR,
665,4555　氣立,TW0004555008,2015/10/27,上市,電機機械,ESVUFR,
666,4557　永新-KY,KYG988461011,2015/10/12,上市,電機機械,ESVUFR,
667,4560　強信-KY,KYG853531039,2017/05/26,上市,電機機械,ESVUFR,
668,4562　穎漢,TW0004562004,2017/08/21,上市,電機機械,ESVUFR,
669,4566　時碩工業,TW0004566005,2018/02/05,上市,電機機械,ESVUFR,
670,4720　德淵,TW0004720008,2015/06/24,上市,化學工業,ESVUFR,
671,4722　國精化,TW0004722004,2012/08/15,上市,化學工業,ESVUFR,
672,4725　信昌化,TW0004725007,2007/10/02,上市,化學工業,ESVUFR,
673,4737　華廣,TW0004737002,2010/12/23,上市,生技醫療業,ESVUFR,
674,4739　康普,TW0004739008,2017/09/08,上市,化學工業,ESVUFR,
675,4746　台耀,TW0004746003,2011/03/01,上市,生技醫療業,ESVUFR,
676,4755　三福化,TW0004755004,2013/11/27,上市,化學工業,ESVUFR,
677,4763　材料-KY,KYG5138S1057,2015/11/09,上市,化學工業,ESVUFR,
678,4764　雙鍵,TW0004764006,2018/01/04,上市,化學工業,ESVUFR,
679,4766　南寶,TW0004766001,2018/11/28,上市,化學工業,ESVUFR,
680,4807　日成-KY,KYG7473R1065,2017/06/26,上市,貿易百貨業,ESVUFR,
681,4904　遠傳,TW0004904008,2005/08/24,上市,通信網路業,ESVUFR,
682,4906　正文,TW0004906003,2003/06/30,上市,通信網路業,ESVUFR,
683,4912　聯德控股-KY,KYG545091079,2015/05/21,上市,電子零組件業,ESVUFR,
684,4915　致伸,TW0004915004,2012/10/05,上市,電子零組件業,ESVUFR,
685,4916　事欣科,TW0004916002,2013/11/21,上市,電腦及週邊設備業,ESVUFR,
686,4919　新唐,TW0004919006,2010/09/27,上市,半導體業,ESVUFR,
687,4927　泰鼎-KY,KYG0407M1033,2015/09/08,上市,電子零組件業,ESVUFR,
688,4930　燦星網,TW0004930003,2010/06/21,上市,電器電纜,ESVUFR,
689,4934　太極,TW0004934005,2010/03/10,上市,光電業,ESVUFR,
690,4935　茂林-KY,KYG3931M1024,2011/07/28,上市,光電業,ESVUFR,
691,4938　和碩,TW0004938006,2010/06/24,上市,電腦及週邊設備業,ESVUFR,
692,4942　嘉彰,TW0004942008,2011/06/27,上市,光電業,ESVUFR,
693,4943　康控-KY,KYG2346M1033,2016/11/11,上市,電子零組件業,ESVUFR,
694,4952　凌通,TW0004952007,2011/11/01,上市,半導體業,ESVUFR,
695,4956　光鋐,TW0004956008,2011/10/24,上市,光電業,ESVUFR,
696,4958　臻鼎-KY,KYG989221000,2011/12/26,上市,電子零組件業,ESVUFR,
697,4960　誠美材,TW0004960000,2011/10/24,上市,光電業,ESVUFR,
698,4961　天鈺,TW0004961008,2018/10/17,上市,半導體業,ESVUFR,
699,4968　立積,TW0004968003,2015/11/13,上市,半導體業,ESVUFR,
700,4976　佳凌,TW0004976006,2012/11/20,上市,光電業,ESVUFR,
701,4977　眾達-KY,KYG6956N1034,2013/11/20,上市,通信網路業,ESVUFR,
702,4989　榮科,TW0004989009,2018/06/28,上市,電子零組件業,ESVUFR,
703,4994　傳奇,TW0004994009,2013/12/25,上市,資訊服務業,ESVUFR,
704,4999　鑫禾,TW0004999008,2013/06/03,上市,電子零組件業,ESVUFR,
705,5007　三星,TW0005007009,2011/09/16,上市,鋼鐵工業,ESVUFR,
706,5203　訊連,TW0005203004,2004/09/27,上市,資訊服務業,ESVUFR,
707,5215　科嘉-KY,KYG530791022,2011/12/26,上市,電腦及週邊設備業,ESVUFR,
708,5225　東科-KY,KYG291021031,2012/11/05,上市,其他電子業,ESVUFR,
709,5234　達興材料,TW0005234009,2012/07/16,上市,光電業,ESVUFR,
710,5243　乙盛-KY,KYG312361051,2013/11/25,上市,光電業,ESVUFR,
711,5258　虹堡,TW0005258008,2016/12/30,上市,電腦及週邊設備業,ESVUFR,
712,5259　清惠,TW0005259006,2013/12/03,上市,光電業,ESVUFR,
713,5264　鎧勝-KY,KYG193031096,2013/01/25,上市,電腦及週邊設備業,ESVUFR,
714,5269　祥碩,TW0005269005,2012/12/12,上市,半導體業,ESVUFR,
715,5284　jpp-KY,KYG521131006,2017/03/09,上市,其他業,ESVUFR,
716,5285　界霖,TW0005285001,2014/02/25,上市,半導體業,ESVUFR,
717,5288　豐祥-KY,KYG314551014,2014/09/25,上市,電機機械,ESVUFR,
718,5305　敦南,TW0005305007,2004/07/19,上市,半導體業,ESVUFR,
719,5388　中磊,TW0005388003,2007/12/03,上市,通信網路業,ESVUFR,
720,5434　崇越,TW0005434005,2003/08/25,上市,電子通路業,ESVUFR,
721,5469　瀚宇博,TW0005469001,2003/08/25,上市,電子零組件業,ESVUFR,
722,5471　松翰,TW0005471007,2003/08/25,上市,半導體業,ESVUFR,
723,5484　慧友,TW0005484000,2003/08/25,上市,光電業,ESVUFR,
724,5515　建國,TW0005515001,2003/10/06,上市,建材營造業,ESVUFR,
725,5519　隆大,TW0005519003,2014/02/10,上市,建材營造業,ESVUFR,
726,5521　工信,TW0005521009,2012/12/18,上市,建材營造業,ESVUFR,
727,5522　遠雄,TW0005522007,2007/08/06,上市,建材營造業,ESVUFR,
728,5525　順天,TW0005525000,2004/11/26,上市,建材營造業,ESVUFR,
729,5531　鄉林,TW0005531008,2005/01/31,上市,建材營造業,ESVUFR,
730,5533　皇鼎,TW0005533004,2008/04/30,上市,建材營造業,ESVUFR,
731,5534　長虹,TW0005534002,2004/05/24,上市,建材營造業,ESVUFR,
732,5538　東明-KY,KYG8919A1031,2013/12/16,上市,鋼鐵工業,ESVUFR,
733,5607　遠雄港,TW0005607006,2004/12/02,上市,航運業,ESVUFR,
734,5608　四維航,TW0005608004,2003/08/25,上市,航運業,ESVUFR,
735,5706　鳳凰,TW0005706006,2011/10/21,上市,觀光事業,ESVUFR,
736,5871　中租-KY,KYG202881093,2011/12/13,上市,其他業,ESVUFR,
737,5876　上海商銀,TW0005876007,2018/10/19,上市,金融保險業,ESVUFR,
738,5880　合庫金,TW0005880009,2011/12/01,上市,金融保險業,ESVUFR,
739,5906　台南-KY,KYG8661M1078,2011/10/24,上市,貿易百貨業,ESVUFR,
740,5907　大洋-KY,KYG4064G1029,2012/06/06,上市,貿易百貨業,ESVUFR,
741,6005　群益證,TW0006005002,2005/11/21,上市,金融保險業,ESVUFR,
742,6024　群益期,TW0006024003,2017/10/16,上市,金融保險業,ESVUFR,
743,6108　競國,TW0006108004,2008/12/30,上市,電子零組件業,ESVUFR,
744,6112　聚碩,TW0006112006,2003/08/04,上市,資訊服務業,ESVUFR,
745,6115　鎰勝,TW0006115009,2004/07/19,上市,電子零組件業,ESVUFR,
746,6116　彩晶,TW0006116007,2004/09/06,上市,光電業,ESVUFR,
747,6117　迎廣,TW0006117005,2003/08/25,上市,電腦及週邊設備業,ESVUFR,
748,6120　達運,TW0006120009,2006/09/13,上市,光電業,ESVUFR,
749,6128　上福,TW0006128002,2003/06/16,上市,電腦及週邊設備業,ESVUFR,
750,6131　悠克,TW0006131006,2004/09/27,上市,光電業,ESVUFR,
751,6133　金橋,TW0006133002,2003/08/15,上市,電子零組件業,ESVUFR,
752,6136　富爾特,TW0006136005,2003/08/25,上市,通信網路業,ESVUFR,
753,6139　亞翔,TW0006139009,2003/08/25,上市,其他電子業,ESVUFR,
754,6141　柏承,TW0006141005,2003/10/22,上市,電子零組件業,ESVUFR,
755,6142　友勁,TW0006142003,2003/08/04,上市,通信網路業,ESVUFR,
756,6152　百一,TW0006152002,2009/12/08,上市,通信網路業,ESVUFR,
757,6153　嘉聯益,TW0006153000,2008/01/21,上市,電子零組件業,ESVUFR,
758,6155　鈞寶,TW0006155005,2006/08/18,上市,電子零組件業,ESVUFR,
759,6164　華興,TW0006164007,2008/10/21,上市,光電業,ESVUFR,
760,6165　捷泰,TW0006165004,2003/08/04,上市,電子零組件業,ESVUFR,
761,6166　凌華,TW0006166002,2004/11/08,上市,電腦及週邊設備業,ESVUFR,
762,6168　宏齊,TW0006168008,2003/08/25,上市,光電業,ESVUFR,
763,6172　互億,TW0006172000,2004/05/24,上市,電腦及週邊設備業,ESVUFR,
764,6176　瑞儀,TW0006176001,2007/05/15,上市,光電業,ESVUFR,
765,6177　達麗,TW0006177009,2013/08/01,上市,建材營造業,ESVUFR,
766,6183　關貿,TW0006183007,2011/12/01,上市,資訊服務業,ESVUFR,
767,6184　大豐電,TW0006184005,2005/02/15,上市,其他業,ESVUFR,
768,6189　豐藝,TW0006189004,2004/05/24,上市,電子通路業,ESVUFR,
769,6191　精成科,TW0006191000,2007/10/19,上市,電子零組件業,ESVUFR,
770,6192　巨路,TW0006192008,2004/09/27,上市,其他電子業,ESVUFR,
771,6196　帆宣,TW0006196009,2004/05/24,上市,其他電子業,ESVUFR,
772,6197　佳必琪,TW0006197007,2004/11/08,上市,電子零組件業,ESVUFR,
773,6201　亞弘電,TW0006201007,2004/09/27,上市,其他電子業,ESVUFR,
774,6202　盛群,TW0006202005,2004/09/27,上市,半導體業,ESVUFR,
775,6205　詮欣,TW0006205008,2008/01/21,上市,電子零組件業,ESVUFR,
776,6206　飛捷,TW0006206006,2004/08/03,上市,電腦及週邊設備業,ESVUFR,
777,6209　今國光,TW0006209000,2004/11/08,上市,光電業,ESVUFR,
778,6213　聯茂,TW0006213002,2008/01/21,上市,電子零組件業,ESVUFR,
779,6214　精誠,TW0006214000,2010/12/30,上市,資訊服務業,ESVUFR,
780,6215　和椿,TW0006215007,2007/12/31,上市,其他電子業,ESVUFR,
781,6216　居易,TW0006216005,2004/09/27,上市,通信網路業,ESVUFR,
782,6224　聚鼎,TW0006224009,2009/09/17,上市,電子零組件業,ESVUFR,
783,6225　天瀚,TW0006225006,2004/09/27,上市,光電業,ESVUFR,
784,6226　光鼎,TW0006226004,2008/11/10,上市,光電業,ESVUFR,
785,6230　超眾,TW0006230006,2010/09/16,上市,電腦及週邊設備業,ESVUFR,
786,6235　華孚,TW0006235005,2004/08/23,上市,電腦及週邊設備業,ESVUFR,
787,6239　力成,TW0006239007,2004/11/08,上市,半導體業,ESVUFR,
788,6243　迅杰,TW0006243009,2009/12/17,上市,半導體業,ESVUFR,
789,6251　定穎,TW0006251002,2009/03/18,上市,電子零組件業,ESVUFR,
790,6257　矽格,TW0006257009,2003/08/25,上市,半導體業,ESVUFR,
791,6269　台郡,TW0006269004,2003/09/23,上市,電子零組件業,ESVUFR,
792,6271　同欣電,TW0006271000,2007/11/16,上市,半導體業,ESVUFR,
793,6277　宏正,TW0006277007,2003/10/30,上市,電腦及週邊設備業,ESVUFR,
794,6278　台表科,TW0006278005,2010/08/24,上市,光電業,ESVUFR,
795,6281　全國電,TW0006281009,2005/12/08,上市,電子通路業,ESVUFR,
796,6282　康舒,TW0006282007,2003/09/08,上市,電子零組件業,ESVUFR,
797,6283　淳安,TW0006283005,2018/07/01,上市,其他電子業,ESVUFR,
798,6285　啟碁,TW0006285000,2003/09/22,上市,通信網路業,ESVUFR,
799,6288　聯嘉,TW0006288004,2018/05/09,上市,光電業,ESVUFR,
800,6289　華上,TW0006289002,2003/08/28,上市,光電業,ESVUFR,
801,6405　悅城,TW0006405004,2013/11/28,上市,光電業,ESVUFR,
802,6409　旭隼,TW0006409006,2014/03/31,上市,其他電子業,ESVUFR,
803,6412　群電,TW0006412000,2013/11/08,上市,電子零組件業,ESVUFR,
804,6414　樺漢,TW0006414006,2014/03/28,上市,電腦及週邊設備業,ESVUFR,
805,6415　矽力-KY,KYG8190F1028,2013/12/12,上市,半導體業,ESVUFR,
806,6416　瑞祺電通,TW0006416001,2018/04/16,上市,通信網路業,ESVUFR,
807,6431　光麗-KY,KYG532651075,2014/12/04,上市,光電業,ESVUFR,
808,6442　光聖,TW0006442007,2015/07/14,上市,通信網路業,ESVUFR,
809,6443　元晶,TW0006443005,2015/10/01,上市,光電業,ESVUFR,
810,6449　鈺邦,TW0006449002,2014/12/09,上市,電子零組件業,ESVUFR,
811,6451　訊芯-KY,KYG811801045,2015/01/26,上市,半導體業,ESVUFR,
812,6452　康友-KY,KYG7060F1019,2015/03/25,上市,生技醫療業,ESVUFR,
813,6456　GIS-KY,KYG3808R1011,2015/06/12,上市,光電業,ESVUFR,
814,6464　台數科,TW0006464001,2015/12/16,上市,其他業,ESVUFR,
815,6477　安集,TW0006477003,2016/06/21,上市,光電業,ESVUFR,
816,6504　南六,TW0006504004,2013/05/07,上市,其他業,ESVUFR,
817,6505　台塑化,TW0006505001,2003/12/26,上市,油電燃氣業,ESVUFR,
818,6525　捷敏-KY,KYG3790U1040,2016/04/12,上市,半導體業,ESVUFR,
819,6531　愛普,TW0006531007,2016/05/31,上市,半導體業,ESVUFR,
820,6533　晶心科,TW0006533003,2017/03/14,上市,半導體業,ESVUFR,
821,6541　泰福-KY,KYG8676P1037,2017/10/26,上市,生技醫療業,ESVUFR,
822,6552　易華電,TW0006552003,2017/01/10,上市,半導體業,ESVUFR,
823,6558　興能高,TW0006558000,2018/12/05,上市,其他電子業,ESVUFR,
824,6573　虹揚-KY,KYG4712A1013,2017/09/26,上市,半導體業,ESVUFR,
825,6579　研揚,TW0006579006,2017/08/21,上市,電腦及週邊設備業,ESVUFR,
826,6581　鋼聯,TW0006581002,2018/01/30,上市,其他業,ESVUFR,
827,6582　申豐,TW0006582000,2017/06/14,上市,橡膠工業,ESVUFR,
828,6591　動力-KY,KYG8587R1074,2017/12/28,上市,電腦及週邊設備業,ESVUFR,
829,6605　帝寶,TW0006605009,2004/03/17,上市,電機機械,ESVUFR,
830,6625　必應,TW0006625007,2018/02/07,上市,其他業,ESVUFR,
831,6641　基士德-KY,KYG416551045,2018/09/21,上市,其他業,ESVUFR,
832,6655　科定,TW0006655004,2018/11/28,上市,其他業,ESVUFR,
833,6666　羅麗芬-KY,KYG569831020,2018/11/19,上市,生技醫療業,ESVUFR,
834,6668　中揚光,TW0006668007,2018/12/12,上市,光電業,ESVUFR,
835,6670　復盛應用,TW0006670003,2018/12/18,上市,其他業,ESVUFR,
836,6671　三能-KY,KYG7806W1033,2018/12/11,上市,其他業,ESVUFR,
837,6674　鋐寶科技,TW0006674005,2018/11/28,上市,通信網路業,ESVUFR,
838,8011　台通,TW0008011008,2011/09/19,上市,通信網路業,ESVUFR,
839,8016　矽創,TW0008016007,2003/12/25,上市,半導體業,ESVUFR,
840,8021　尖點,TW0008021007,2008/01/21,上市,其他電子業,ESVUFR,
841,8028　昇陽半導體,TW0008028002,2018/07/10,上市,半導體業,ESVUFR,
842,8033　雷虎,TW0008033002,2007/06/21,上市,其他業,ESVUFR,
843,8039　台虹,TW0008039009,2009/12/17,上市,電子零組件業,ESVUFR,
844,8046　南電,TW0008046004,2006/04/07,上市,電子零組件業,ESVUFR,
845,8070　長華,TW0008070004,2007/12/31,上市,電子通路業,ESVUFR,
846,8072　陞泰,TW0008072000,2005/08/19,上市,電子通路業,ESVUFR,
847,8081　致新,TW0008081001,2008/12/30,上市,半導體業,ESVUFR,
848,8101　華冠,TW0008101007,2004/07/01,上市,通信網路業,ESVUFR,
849,8103　瀚荃,TW0008103003,2009/09/29,上市,電子零組件業,ESVUFR,
850,8105　凌巨,TW0008105008,2006/12/27,上市,光電業,ESVUFR,
851,8110　華東,TW0008110008,2007/10/31,上市,半導體業,ESVUFR,
852,8112　至上,TW0008112004,2007/12/31,上市,電子通路業,ESVUFR,
853,8114　振樺電,TW0008114000,2012/11/26,上市,電腦及週邊設備業,ESVUFR,
854,8131　福懋科,TW0008131004,2007/11/29,上市,半導體業,ESVUFR,
855,8150　南茂,TW0008150004,2014/04/11,上市,半導體業,ESVUFR,
856,8163　達方,TW0008163007,2007/11/28,上市,電腦及週邊設備業,ESVUFR,
857,8201　無敵,TW0008201005,2007/10/29,上市,其他電子業,ESVUFR,
858,8210　勤誠,TW0008210006,2011/12/01,上市,電腦及週邊設備業,ESVUFR,
859,8213　志超,TW0008213000,2009/12/25,上市,電子零組件業,ESVUFR,
860,8215　明基材,TW0008215005,2010/11/12,上市,光電業,ESVUFR,
861,8222　寶一,TW0008222001,2015/01/27,上市,電機機械,ESVUFR,
862,8249　菱光,TW0008249004,2005/05/17,上市,電子零組件業,ESVUFR,
863,8261　富鼎,TW0008261009,2009/12/11,上市,半導體業,ESVUFR,
864,8271　宇瞻,TW0008271008,2010/12/29,上市,半導體業,ESVUFR,
865,8341　日友,TW0008341009,2015/03/23,上市,其他業,ESVUFR,
866,8367　建新國際,TW0008367004,2018/09/12,上市,航運業,ESVUFR,
867,8374　羅昇,TW0008374000,2008/12/25,上市,電機機械,ESVUFR,
868,8404　百和興業-KY,KYG684631016,2011/05/18,上市,其他業,ESVUFR,
869,8411　福貞-KY,KYG525911072,2011/11/01,上市,其他業,ESVUFR,
870,8422　可寧衛,TW0008422007,2011/10/05,上市,其他業,ESVUFR,
871,8427　基勝-KY,KYG525341072,2011/12/06,上市,其他業,ESVUFR,
872,8429　金麗-KY,KYG513871015,2012/12/20,上市,貿易百貨業,ESVUFR,
873,8442　威宏-KY,KYG981151015,2016/11/08,上市,其他業,ESVUFR,
874,8443　阿瘦,TW0008443003,2014/09/15,上市,貿易百貨業,ESVUFR,
875,8454　富邦媒,TW0008454000,2014/12/19,上市,貿易百貨業,ESVUFR,
876,8463　潤泰材,TW0008463001,2015/07/13,上市,其他業,ESVUFR,
877,8464　億豐,TW0008464009,2015/12/22,上市,其他業,ESVUFR,
878,8466　美喆-KY,KYG332481087,2016/11/01,上市,其他業,ESVUFR,
879,8467　波力-KY,KYG144971044,2015/12/15,上市,其他業,ESVUFR,
880,8473　山林水,TW0008473000,2016/09/08,上市,其他業,ESVUFR,
881,8478　東哥遊艇,TW0008478009,2017/12/11,上市,其他業,ESVUFR,
882,8480　泰昇-KY,KYG8661F1028,2017/01/17,上市,其他業,ESVUFR,
883,8481　政伸,TW0008481003,2017/02/24,上市,其他業,ESVUFR,
884,8482　商億-KY,KYG806341015,2018/08/15,上市,其他業,ESVUFR,
885,8488　吉源-KY,KYG5140K1085,2016/12/13,上市,其他業,ESVUFR,
886,8497　聯廣,TW0008497009,2018/03/23,上市,其他業,ESVUFR,
887,8499　鼎炫-KY,KYG8923R1002,2017/11/24,上市,其他業,ESVUFR,
888,8926　台汽電,TW0008926007,2003/08/25,上市,油電燃氣業,ESVUFR,
889,8940　新天地,TW0008940008,2009/05/15,上市,觀光事業,ESVUFR,
890,8996　高力,TW0008996000,2014/02/14,上市,電機機械,ESVUFR,
891,9802　鈺齊-KY,KYG368891068,2012/10/18,上市,其他業,ESVUFR,
892,9902　台火,TW0009902007,1964/07/14,上市,其他業,ESVUFR,
893,9904　寶成,TW0009904003,1990/01/19,上市,其他業,ESVUFR,
894,9905　大華,TW0009905000,1990/08/08,上市,其他業,ESVUFR,
895,9906　欣巴巴,TW0009906008,1990/12/15,上市,建材營造業,ESVUFR,
896,9907　統一實,TW0009907006,1991/01/29,上市,其他業,ESVUFR,
897,9908　大台北,TW0009908004,1991/02/06,上市,油電燃氣業,ESVUFR,
898,9910　豐泰,TW0009910000,1992/02/18,上市,其他業,ESVUFR,
899,9911　櫻花,TW0009911008,1992/07/16,上市,其他業,ESVUFR,
900,9912　偉聯,TW0009912006,1992/08/08,上市,電腦及週邊設備業,ESVUFR,
901,9914　美利達,TW0009914002,1992/09/30,上市,其他業,ESVUFR,
902,9917　中保,TW0009917005,1993/12/08,上市,其他業,ESVUFR,
903,9918　欣天然,TW0009918003,1994/04/26,上市,油電燃氣業,ESVUFR,
904,9919　康那香,TW0009919001,1994/11/04,上市,其他業,ESVUFR,
905,9921　巨大,TW0009921007,1994/12/29,上市,其他業,ESVUFR,
906,9924　福興,TW0009924001,1995/03/15,上市,其他業,ESVUFR,
907,9925　新保,TW0009925008,1995/12/09,上市,其他業,ESVUFR,
908,9926　新海,TW0009926006,1998/04/08,上市,油電燃氣業,ESVUFR,
909,9927　泰銘,TW0009927004,1999/03/12,上市,其他業,ESVUFR,
910,9928　中視,TW0009928002,1999/08/09,上市,其他業,ESVUFR,
911,9929　秋雨,TW0009929000,1999/06/28,上市,其他業,ESVUFR,
912,9930　中聯資源,TW0009930008,1999/11/22,上市,其他業,ESVUFR,
913,9931　欣高,TW0009931006,2000/03/21,上市,油電燃氣業,ESVUFR,
914,9933　中鼎,TW0009933002,1993/05/28,上市,其他業,ESVUFR,
915,9934　成霖,TW0009934000,2000/09/11,上市,其他業,ESVUFR,
916,9935　慶豐富,TW0009935007,2000/09/11,上市,其他業,ESVUFR,
917,9937　全國,TW0009937003,2000/09/11,上市,油電燃氣業,ESVUFR,
918,9938　百和,TW0009938001,2001/01/12,上市,其他業,ESVUFR,
919,9939　宏全,TW0009939009,2001/03/02,上市,其他業,ESVUFR,
920,9940　信義,TW0009940007,2001/09/17,上市,其他業,ESVUFR,
921,9941　裕融,TW0009941005,2001/09/17,上市,其他業,ESVUFR,
922,9942　茂順,TW0009942003,2002/01/28,上市,其他業,ESVUFR,
923,9943　好樂迪,TW0009943001,2002/08/26,上市,觀光事業,ESVUFR,
924,9944　新麗,TW0009944009,2002/08/26,上市,其他業,ESVUFR,
925,9945　潤泰新,TW0009945006,1992/04/30,上市,其他業,ESVUFR,
926,9946　三發地產,TW0009946004,2013/09/17,上市,建材營造業,ESVUFR,
927,9955　佳龍,TW0009955005,2008/01/21,上市,其他業,ESVUFR,
928,9958　世紀鋼,TW0009958009,2008/03/12,上市,鋼鐵工業,ESVUFR,
